,tconst,all_all_ratings,all_all_v_counts,all_males_ratings,all_males_v_counts,all_females_ratings,all_females_v_counts,under_18_all_ratings,under_18_all_v_counts,under_18_males_ratings,under_18_males_v_counts,under_18_females_ratings,under_18_females_v_counts,f18_29_all_ratings,f18_29_all_v_counts,f18_29_males_ratings,f18_29_males_v_counts,f18_29_females_ratings,f18_29_females_v_counts,f30_44_all_ratings,f30_44_all_v_counts,f30_44_males_ratings,f30_44_males_v_counts,f30_44_females_ratings,f30_44_females_v_counts,f45_all_ratings,f45_all_v_counts,f45_males_ratings,f45_males_v_counts,f45_females_ratings,f45_females_v_counts
566,tt0474642,6.2,3409.0,6.2,2271.0,6.4,555.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,161.0,5.4,107.0,5.6,48.0,6.2,1712.0,6.2,1309.0,6.3,377.0,6.3,910.0,6.3,785.0,6.8,113.0
567,tt0486541,7.2,1473.0,7.2,1046.0,7.3,169.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,65.0,7.4,53.0,7.1,12.0,7.2,655.0,7.2,567.0,7.3,80.0,7.1,477.0,7.1,396.0,7.2,73.0
568,tt0494271,7.4,15543.0,7.4,10103.0,7.5,2619.0,6.5,2.0,0.0,0.0,6.5,2.0,7.4,934.0,7.3,655.0,7.8,262.0,7.4,7611.0,7.3,5903.0,7.5,1629.0,7.4,3814.0,7.4,3165.0,7.5,594.0
569,tt0780492,6.5,1070.0,6.5,635.0,6.8,244.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,27.0,6.8,15.0,6.7,11.0,6.5,355.0,6.5,258.0,6.4,96.0,6.5,478.0,6.4,341.0,7.0,131.0
570,tt0875609,6.8,4867.0,6.7,2745.0,7.1,435.0,9.0,3.0,9.0,3.0,0.0,0.0,6.9,1227.0,6.9,1000.0,7.0,187.0,6.6,1591.0,6.6,1378.0,7.0,193.0,6.3,168.0,6.1,131.0,7.2,34.0
571,tt0940688,6.6,1092.0,6.6,586.0,6.6,304.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,88.0,6.5,21.0,6.5,65.0,6.4,495.0,6.4,310.0,6.6,181.0,6.8,288.0,6.8,239.0,6.9,47.0
572,tt1000764,7.9,4704.0,7.9,2852.0,7.9,762.0,8.0,1.0,8.0,1.0,0.0,0.0,7.9,598.0,7.9,434.0,7.9,161.0,8.0,2398.0,8.0,1866.0,8.0,499.0,7.8,485.0,7.8,421.0,7.9,57.0
573,tt1016290,7.0,8525.0,6.9,5626.0,7.3,897.0,7.0,2.0,7.0,2.0,0.0,0.0,7.3,1022.0,7.3,813.0,7.5,175.0,7.0,4388.0,7.0,3757.0,7.3,584.0,6.4,876.0,6.4,773.0,6.8,88.0
574,tt1068956,8.3,9460.0,8.3,7151.0,8.5,607.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1349.0,8.8,1241.0,8.8,103.0,8.3,5541.0,8.3,5125.0,8.5,393.0,7.1,535.0,6.9,450.0,8.0,80.0
575,tt1210042,6.7,64722.0,6.7,51058.0,6.5,4176.0,7.2,5.0,7.0,3.0,7.0,1.0,6.6,2656.0,6.6,2422.0,6.5,192.0,6.7,37971.0,6.7,35082.0,6.5,2557.0,6.7,13416.0,6.7,11944.0,6.6,1274.0
576,tt1217070,6.5,10438.0,6.4,7853.0,7.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,335.0,6.4,243.0,7.5,84.0,6.5,5709.0,6.4,4874.0,7.0,782.0,6.5,2991.0,6.4,2551.0,6.9,399.0
577,tt1227378,7.5,8808.0,7.5,5025.0,7.6,2257.0,8.5,2.0,10.0,1.0,7.0,1.0,7.3,526.0,7.4,285.0,7.4,229.0,7.4,4569.0,7.4,3106.0,7.5,1395.0,7.7,1895.0,7.6,1363.0,7.9,494.0
578,tt1266029,7.1,37634.0,7.0,20293.0,7.3,10615.0,6.3,6.0,6.0,2.0,7.7,3.0,7.3,5365.0,7.2,2508.0,7.6,2709.0,7.1,18178.0,7.0,11853.0,7.3,6111.0,7.0,6555.0,7.0,5141.0,7.2,1311.0
579,tt1481363,7.0,3928.0,6.9,2117.0,7.4,349.0,5.2,5.0,6.0,4.0,4.0,1.0,7.2,934.0,7.1,775.0,7.5,138.0,6.9,1155.0,6.9,987.0,7.4,155.0,6.6,161.0,6.6,143.0,6.6,17.0
580,tt1561768,6.1,7940.0,6.1,6335.0,6.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,250.0,6.4,213.0,5.7,33.0,6.0,4272.0,6.1,3823.0,5.9,390.0,6.0,2333.0,6.0,2139.0,6.2,159.0
581,tt1623757,7.4,1724.0,7.4,1412.0,7.3,92.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,54.0,7.4,50.0,7.0,4.0,7.3,785.0,7.3,725.0,6.9,53.0,7.4,650.0,7.4,608.0,7.6,29.0
582,tt1778258,6.7,1684.0,6.7,1326.0,7.1,156.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,63.0,6.7,53.0,7.3,8.0,6.7,989.0,6.7,877.0,7.2,103.0,6.7,412.0,6.6,366.0,7.3,37.0
583,tt0419422,6.7,1314.0,6.5,706.0,7.3,254.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,291.0,6.8,202.0,7.6,81.0,6.5,556.0,6.4,410.0,7.1,140.0,6.4,66.0,6.3,55.0,7.4,10.0
584,tt0258153,6.1,61287.0,6.1,40535.0,6.1,8935.0,7.5,3.0,8.0,2.0,7.0,1.0,6.5,2299.0,6.4,1499.0,6.6,764.0,6.2,34215.0,6.2,27468.0,6.1,6395.0,6.0,12223.0,6.0,10527.0,5.9,1493.0
585,tt0303325,7.2,1004.0,7.2,706.0,7.4,86.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,80.0,6.8,70.0,7.9,8.0,7.3,458.0,7.3,397.0,7.2,49.0,6.9,251.0,6.9,223.0,7.2,26.0
586,tt0314725,7.8,3755.0,7.7,2395.0,8.2,424.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,79.0,7.6,58.0,7.7,20.0,7.5,1080.0,7.5,935.0,7.6,133.0,7.8,1604.0,7.8,1329.0,8.4,252.0
587,tt0327919,7.1,7815.0,7.0,4505.0,7.5,1678.0,9.3,3.0,10.0,1.0,8.0,1.0,7.3,468.0,7.1,304.0,7.9,154.0,7.1,3252.0,7.0,2352.0,7.5,868.0,7.0,2328.0,6.9,1708.0,7.5,587.0
588,tt0338490,7.8,2517.0,7.8,1847.0,8.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,140.0,7.8,136.0,8.3,4.0,7.9,1525.0,7.9,1398.0,7.9,118.0,7.2,317.0,7.0,251.0,8.2,63.0
589,tt0345591,7.3,6573.0,6.8,1823.0,7.5,3248.0,10.0,1.0,10.0,1.0,0.0,0.0,7.4,436.0,6.8,108.0,7.6,318.0,7.1,2588.0,6.8,764.0,7.4,1799.0,7.2,1856.0,6.8,871.0,7.7,952.0
590,tt0352343,7.2,11402.0,7.2,6349.0,7.5,2783.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,370.0,7.0,196.0,7.5,161.0,7.2,5602.0,7.1,3566.0,7.6,1954.0,7.3,3044.0,7.3,2393.0,7.4,586.0
591,tt0356999,6.3,1566.0,6.3,964.0,6.1,292.0,8.0,1.0,0.0,0.0,8.0,1.0,6.3,28.0,6.4,19.0,5.9,9.0,6.3,621.0,6.4,442.0,6.0,172.0,6.2,603.0,6.2,491.0,6.2,103.0
592,tt0361309,6.3,9726.0,6.3,5411.0,6.2,2183.0,7.0,1.0,0.0,0.0,7.0,1.0,6.3,182.0,6.3,102.0,6.3,75.0,6.3,4381.0,6.3,2965.0,6.2,1365.0,6.2,2954.0,6.2,2230.0,6.4,675.0
593,tt0382357,6.4,4024.0,6.4,2769.0,6.4,492.0,6.0,1.0,6.0,1.0,0.0,0.0,6.0,75.0,5.8,53.0,6.8,20.0,6.4,1719.0,6.4,1436.0,6.3,268.0,6.6,1449.0,6.6,1237.0,6.4,197.0
594,tt0383393,6.4,3547.0,6.4,2163.0,6.5,707.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,130.0,6.2,86.0,6.5,39.0,6.4,1697.0,6.4,1210.0,6.5,469.0,6.4,1011.0,6.4,819.0,6.5,179.0
595,tt0397101,6.5,117856.0,6.4,68717.0,6.7,25247.0,6.3,8.0,6.5,5.0,7.7,3.0,6.6,7749.0,6.5,4828.0,6.8,2737.0,6.5,63904.0,6.4,46121.0,6.7,17075.0,6.5,19654.0,6.4,15208.0,6.8,4181.0
596,tt0407021,6.7,1153.0,6.8,866.0,6.6,94.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,62.0,6.9,55.0,5.1,7.0,6.9,540.0,6.8,489.0,7.2,48.0,6.6,344.0,6.6,303.0,5.9,37.0
597,tt0436231,7.9,10251.0,7.9,7174.0,7.9,1107.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,717.0,8.0,572.0,8.1,130.0,7.9,5469.0,7.9,4684.0,7.9,715.0,7.6,1974.0,7.6,1704.0,7.7,232.0
598,tt0443693,6.1,3771.0,6.1,2740.0,6.1,341.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,166.0,6.3,132.0,5.7,29.0,6.2,1933.0,6.2,1705.0,6.1,213.0,5.8,946.0,5.7,838.0,6.2,91.0
599,tt0458352,6.9,429551.0,6.7,178646.0,7.2,132056.0,7.0,118.0,7.5,54.0,6.3,56.0,7.1,56032.0,6.9,23700.0,7.4,30013.0,6.8,192660.0,6.7,110328.0,7.1,79329.0,6.8,49875.0,6.7,34974.0,7.2,13953.0
600,tt0479547,7.1,1586.0,7.1,1087.0,7.2,212.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,66.0,6.9,46.0,7.1,20.0,7.2,711.0,7.2,589.0,7.2,114.0,7.1,505.0,7.1,432.0,7.2,67.0
601,tt0796314,6.7,3696.0,6.5,2270.0,7.5,856.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,95.0,7.2,71.0,7.6,23.0,6.8,2031.0,6.6,1498.0,7.6,527.0,6.3,958.0,6.2,658.0,7.1,289.0
602,tt0804461,6.7,72883.0,6.7,55676.0,6.7,5201.0,7.3,4.0,6.5,3.0,0.0,0.0,6.8,3241.0,6.8,2819.0,6.8,368.0,6.8,43131.0,6.8,39453.0,6.7,3362.0,6.4,13218.0,6.4,11794.0,6.4,1255.0
603,tt0805564,7.3,148269.0,7.3,84555.0,7.5,36443.0,6.9,20.0,7.4,12.0,6.2,7.0,7.4,12462.0,7.4,7840.0,7.4,4309.0,7.3,84285.0,7.2,58001.0,7.5,25317.0,7.3,21435.0,7.2,15760.0,7.7,5329.0
604,tt0832266,7.1,168466.0,7.2,86660.0,7.0,49170.0,6.6,17.0,7.4,11.0,5.6,6.0,7.2,18086.0,7.3,8518.0,7.1,9118.0,7.1,93918.0,7.2,60082.0,7.0,32886.0,7.0,19743.0,7.0,14603.0,7.0,4838.0
605,tt0841922,6.2,1490.0,6.2,1164.0,6.5,109.0,5.0,1.0,0.0,0.0,5.0,1.0,6.7,81.0,6.7,74.0,7.5,5.0,6.3,753.0,6.2,675.0,6.6,67.0,6.1,414.0,6.1,379.0,6.6,32.0
606,tt0870967,7.4,1416.0,7.3,689.0,7.8,397.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,132.0,7.5,54.0,7.9,73.0,7.5,752.0,7.4,490.0,7.9,254.0,7.0,175.0,6.9,122.0,7.3,51.0
607,tt0889573,6.1,108286.0,6.0,51116.0,6.3,34731.0,5.5,13.0,5.9,6.0,5.0,7.0,6.4,13312.0,6.2,6195.0,6.5,6767.0,6.0,55792.0,6.0,32879.0,6.2,22191.0,6.0,13733.0,5.9,9634.0,6.3,3858.0
608,tt0946998,7.0,1058.0,6.9,668.0,6.9,129.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,129.0,7.3,95.0,8.0,31.0,7.1,476.0,7.1,410.0,6.8,62.0,6.1,151.0,6.2,125.0,5.7,24.0
609,tt0973844,6.8,5227.0,6.7,3507.0,7.1,805.0,7.0,1.0,7.0,1.0,0.0,0.0,6.8,439.0,6.8,334.0,6.9,95.0,6.8,2932.0,6.8,2363.0,7.1,545.0,6.6,879.0,6.5,734.0,7.0,136.0
610,tt0991178,7.6,23597.0,7.5,16721.0,7.7,2000.0,7.0,2.0,8.0,1.0,6.0,1.0,7.4,695.0,7.4,588.0,7.8,96.0,7.5,11068.0,7.5,9742.0,7.6,1191.0,7.6,6320.0,7.6,5611.0,7.8,609.0
611,tt0995039,6.7,75134.0,6.7,49872.0,6.7,12920.0,6.2,9.0,6.5,4.0,6.0,4.0,6.6,5149.0,6.6,3578.0,6.5,1460.0,6.7,41456.0,6.7,32625.0,6.6,8467.0,6.8,15116.0,6.7,12345.0,7.0,2561.0
612,tt1012729,6.2,2120.0,6.1,1140.0,6.6,630.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,98.0,6.5,48.0,6.7,48.0,6.2,923.0,6.1,524.0,6.4,386.0,6.2,715.0,6.0,535.0,6.8,170.0
613,tt1035729,6.6,1213.0,6.5,774.0,7.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,58.0,6.0,29.0,6.7,26.0,6.6,513.0,6.5,354.0,7.1,150.0,6.6,434.0,6.6,373.0,6.9,56.0
614,tt1179947,7.7,4933.0,7.7,3924.0,7.8,407.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,179.0,7.6,160.0,7.4,16.0,7.7,2994.0,7.7,2715.0,7.7,244.0,7.6,1151.0,7.6,985.0,7.9,143.0
615,tt1202514,6.6,3490.0,6.6,2616.0,6.8,263.0,7.0,1.0,7.0,1.0,0.0,0.0,6.8,148.0,6.9,127.0,6.2,14.0,6.6,1769.0,6.6,1591.0,6.7,156.0,6.5,910.0,6.4,813.0,7.0,83.0
616,tt1223975,6.8,4378.0,6.8,3043.0,6.7,470.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,324.0,6.9,254.0,6.7,60.0,6.8,2003.0,6.8,1704.0,6.8,271.0,6.6,1116.0,6.6,981.0,6.5,118.0
617,tt1230414,6.5,94672.0,6.4,43469.0,6.8,33202.0,4.3,9.0,5.3,3.0,3.8,6.0,6.5,7287.0,6.3,2852.0,6.7,4221.0,6.5,48888.0,6.4,26702.0,6.8,21567.0,6.5,18354.0,6.4,12354.0,7.0,5699.0
618,tt1235142,6.6,2540.0,6.6,1798.0,7.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,109.0,7.1,88.0,6.9,18.0,6.6,1130.0,6.6,977.0,7.0,138.0,6.5,809.0,6.5,694.0,7.0,101.0
619,tt1286159,7.2,1950.0,7.1,1302.0,7.3,270.0,8.0,1.0,0.0,0.0,0.0,0.0,7.3,164.0,7.2,120.0,7.8,35.0,7.2,833.0,7.2,645.0,7.4,173.0,7.0,527.0,7.0,471.0,6.8,50.0
620,tt1326972,7.5,24653.0,7.5,18790.0,7.7,1866.0,8.1,5.0,6.0,4.0,10.0,1.0,7.6,1752.0,7.6,1554.0,7.7,168.0,7.5,14351.0,7.5,13001.0,7.7,1207.0,7.5,4041.0,7.4,3562.0,7.8,413.0
621,tt1327820,7.0,3324.0,6.9,2084.0,7.4,678.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,231.0,7.0,141.0,7.3,86.0,7.0,1593.0,6.9,1114.0,7.4,456.0,6.9,891.0,6.8,764.0,7.3,110.0
622,tt1361809,7.3,3189.0,7.2,1961.0,6.9,166.0,10.0,1.0,10.0,1.0,0.0,0.0,7.6,520.0,7.6,477.0,7.6,37.0,7.1,1369.0,7.1,1275.0,6.9,89.0,5.5,104.0,5.5,85.0,5.5,18.0
623,tt1368116,6.7,11092.0,6.7,8516.0,6.7,477.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1015.0,7.0,928.0,6.7,67.0,6.7,6008.0,6.7,5656.0,6.8,287.0,6.4,1616.0,6.4,1499.0,6.2,95.0
624,tt1424003,6.4,6771.0,6.3,5024.0,6.7,834.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,311.0,6.3,250.0,6.6,53.0,6.3,3386.0,6.3,2883.0,6.6,463.0,6.4,2073.0,6.3,1743.0,6.9,291.0
625,tt1548542,7.0,2082.0,7.0,1426.0,6.8,309.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,172.0,7.0,127.0,6.9,42.0,7.0,1327.0,7.0,1081.0,6.8,236.0,7.1,189.0,7.1,165.0,7.1,23.0
626,tt1583356,6.3,5769.0,6.3,4323.0,6.5,601.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,221.0,6.0,190.0,6.3,28.0,6.3,2976.0,6.3,2563.0,6.4,368.0,6.3,1648.0,6.3,1435.0,6.8,190.0
627,tt1589417,6.6,1164.0,6.6,735.0,6.6,108.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,302.0,6.8,264.0,6.6,32.0,6.6,447.0,6.5,383.0,6.7,59.0,6.3,34.0,6.3,31.0,4.0,2.0
628,tt1620719,6.2,33155.0,6.2,20141.0,6.0,1440.0,6.2,10.0,6.3,9.0,5.0,1.0,6.2,5479.0,6.2,5116.0,5.9,304.0,6.2,13711.0,6.2,12797.0,6.0,835.0,6.2,929.0,6.3,751.0,6.2,165.0
629,tt1708658,7.5,1945.0,7.3,745.0,7.5,719.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,109.0,7.2,37.0,7.4,68.0,7.1,514.0,7.1,250.0,7.2,259.0,7.5,772.0,7.3,417.0,7.8,343.0
630,tt0167190,6.8,335319.0,6.8,225217.0,6.9,31938.0,7.0,46.0,7.2,31.0,6.1,12.0,6.9,31511.0,6.9,26588.0,6.9,4115.0,6.8,166488.0,6.8,144206.0,6.8,20347.0,7.0,49141.0,7.0,42632.0,7.1,5719.0
631,tt0211933,6.5,76944.0,6.4,48376.0,6.7,16142.0,6.8,8.0,6.9,6.0,6.0,1.0,6.7,6039.0,6.5,3508.0,7.0,2407.0,6.5,46463.0,6.5,34838.0,6.7,11218.0,6.2,10711.0,6.2,8682.0,6.4,1892.0
632,tt0270288,7.0,89628.0,7.0,60901.0,6.9,9843.0,7.7,5.0,7.5,4.0,6.0,1.0,7.0,3568.0,7.0,2993.0,6.8,492.0,7.0,46047.0,7.0,39284.0,7.0,6286.0,6.8,19766.0,6.8,16707.0,6.9,2732.0
633,tt0298504,6.5,5016.0,6.5,2938.0,6.9,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,122.0,6.4,76.0,6.6,43.0,6.5,1932.0,6.4,1374.0,6.8,537.0,6.7,1869.0,6.6,1432.0,7.2,401.0
634,tt0374584,6.2,7783.0,6.2,5613.0,6.2,759.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,184.0,6.4,137.0,6.7,44.0,6.2,3758.0,6.2,3300.0,6.0,429.0,6.2,2346.0,6.2,2044.0,6.4,265.0
635,tt0379889,7.0,37180.0,7.0,24231.0,7.1,6055.0,6.2,4.0,6.2,4.0,0.0,0.0,7.0,1917.0,6.9,1364.0,7.2,510.0,7.0,19928.0,7.0,15812.0,7.1,3935.0,7.0,7808.0,7.0,6296.0,7.3,1409.0
636,tt0388505,7.8,6148.0,7.7,4028.0,8.1,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,197.0,7.4,148.0,7.9,48.0,7.8,2930.0,7.7,2186.0,8.2,718.0,7.8,1984.0,7.7,1605.0,8.1,356.0
637,tt0399095,7.3,17570.0,7.3,12212.0,7.6,2688.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,675.0,7.2,378.0,7.5,278.0,7.4,9803.0,7.3,7975.0,7.6,1761.0,7.2,4189.0,7.2,3576.0,7.5,568.0
638,tt0410764,6.3,33857.0,6.3,21988.0,6.7,5845.0,4.2,6.0,5.0,4.0,6.0,2.0,6.2,1349.0,6.1,820.0,6.6,487.0,6.4,18785.0,6.3,14374.0,6.7,4176.0,6.2,7337.0,6.2,6201.0,6.6,1009.0
639,tt0412366,7.0,2097.0,6.7,603.0,7.4,922.0,10.0,2.0,0.0,0.0,10.0,2.0,7.1,328.0,6.8,81.0,7.2,235.0,7.0,773.0,6.6,286.0,7.4,478.0,6.9,360.0,6.7,210.0,7.4,146.0
640,tt0415234,6.4,1121.0,6.1,405.0,6.7,469.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,5.7,10.0,6.1,35.0,6.4,487.0,6.1,179.0,6.7,300.0,6.4,341.0,6.2,207.0,6.8,126.0
641,tt0423382,6.1,3339.0,6.1,1964.0,6.3,756.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,286.0,6.2,146.0,6.5,130.0,6.0,1766.0,6.0,1232.0,6.3,511.0,6.2,608.0,6.2,524.0,5.8,82.0
642,tt0426578,7.6,28012.0,7.6,18413.0,7.7,4404.0,6.8,4.0,8.0,2.0,5.5,2.0,7.4,1535.0,7.3,1021.0,7.6,482.0,7.6,13964.0,7.5,10916.0,7.7,2888.0,7.7,6939.0,7.7,5940.0,7.9,895.0
643,tt0451176,7.0,4212.0,6.9,2493.0,7.1,954.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,74.0,5.9,42.0,7.6,31.0,6.8,1667.0,6.8,1105.0,7.0,547.0,7.1,1656.0,7.1,1290.0,7.2,352.0
644,tt0489062,7.2,3539.0,7.2,2588.0,7.3,363.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,177.0,7.3,145.0,8.0,30.0,7.2,1778.0,7.2,1538.0,7.3,223.0,7.1,941.0,7.1,839.0,7.1,96.0
645,tt0791188,6.4,4636.0,6.4,2645.0,6.7,458.0,4.4,7.0,5.4,6.0,3.0,1.0,6.5,969.0,6.4,785.0,7.0,165.0,6.3,1715.0,6.3,1463.0,6.5,237.0,6.5,191.0,6.5,169.0,6.4,18.0
646,tt0803052,6.4,1159.0,6.4,750.0,6.6,247.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,44.0,6.8,27.0,7.0,15.0,6.5,636.0,6.4,442.0,6.8,189.0,6.2,310.0,6.3,269.0,5.5,39.0
647,tt0855729,7.3,4311.0,7.2,2919.0,7.4,610.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,308.0,7.2,233.0,7.4,70.0,7.3,2405.0,7.3,1957.0,7.5,412.0,7.1,758.0,7.1,643.0,7.2,107.0
648,tt0855824,6.9,2317.0,6.9,1634.0,6.9,253.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,154.0,7.4,124.0,6.8,25.0,7.0,1112.0,7.0,945.0,7.0,155.0,6.6,598.0,6.6,525.0,6.2,65.0
649,tt0960084,6.1,1544.0,6.1,937.0,6.3,148.0,7.0,1.0,7.0,1.0,0.0,0.0,6.3,366.0,6.3,305.0,6.2,48.0,6.0,602.0,6.0,518.0,6.0,74.0,5.6,56.0,5.6,48.0,6.3,6.0
650,tt0985694,6.6,199653.0,6.6,154397.0,6.5,13584.0,6.7,10.0,7.0,5.0,6.0,3.0,6.5,13725.0,6.5,12355.0,6.3,1112.0,6.7,119688.0,6.7,108594.0,6.5,9732.0,6.5,30243.0,6.5,27571.0,6.4,2180.0
651,tt0997152,6.4,55784.0,6.3,38211.0,6.7,8095.0,8.0,2.0,8.0,2.0,0.0,0.0,6.6,6000.0,6.6,4443.0,6.8,1408.0,6.4,31711.0,6.4,26061.0,6.6,5264.0,6.2,7220.0,6.2,6110.0,6.5,995.0
652,tt1130080,6.5,65966.0,6.5,49454.0,6.3,6088.0,8.0,2.0,9.0,1.0,7.0,1.0,6.5,3010.0,6.5,2622.0,6.4,336.0,6.5,37203.0,6.5,32976.0,6.3,3858.0,6.4,14389.0,6.4,12483.0,6.4,1693.0
653,tt1236472,7.8,8427.0,7.8,6578.0,7.9,540.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,502.0,8.0,445.0,8.0,46.0,7.8,4252.0,7.8,3870.0,8.0,340.0,7.7,2194.0,7.7,2017.0,7.5,140.0
654,tt1259014,7.5,34335.0,7.5,26413.0,7.4,2350.0,6.7,3.0,7.0,1.0,6.5,2.0,7.6,1653.0,7.6,1450.0,7.4,162.0,7.5,19044.0,7.5,17342.0,7.4,1487.0,7.4,7563.0,7.4,6825.0,7.4,617.0
655,tt1316536,6.6,42003.0,6.6,26743.0,6.6,7140.0,6.0,9.0,6.3,3.0,5.7,6.0,6.6,4157.0,6.7,2837.0,6.4,1227.0,6.6,22148.0,6.6,17278.0,6.6,4576.0,6.6,6545.0,6.6,5460.0,6.7,962.0
656,tt1327833,6.2,1051.0,6.2,838.0,6.4,109.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,50.0,5.8,43.0,5.1,6.0,6.3,791.0,6.3,715.0,6.0,74.0,5.9,91.0,5.5,65.0,7.4,25.0
657,tt1344784,7.2,1319.0,7.2,905.0,7.5,219.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,59.0,7.1,40.0,7.2,18.0,7.2,706.0,7.2,559.0,7.4,134.0,7.4,342.0,7.3,280.0,7.9,56.0
658,tt1447499,6.5,1087.0,6.4,712.0,6.6,219.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,48.0,6.7,32.0,6.2,15.0,6.4,467.0,6.3,340.0,6.5,118.0,6.5,407.0,6.4,323.0,6.9,76.0
659,tt1521846,6.6,2665.0,6.6,1679.0,6.7,451.0,7.5,2.0,7.5,2.0,0.0,0.0,6.7,294.0,6.7,196.0,6.8,87.0,6.7,1334.0,6.7,1047.0,6.7,271.0,6.4,424.0,6.4,348.0,6.5,69.0
660,tt1562328,7.4,3222.0,7.4,1699.0,7.5,661.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,445.0,7.6,266.0,7.5,164.0,7.5,1520.0,7.5,1106.0,7.5,388.0,7.1,297.0,7.1,232.0,7.6,58.0
661,tt1589424,6.1,1519.0,6.1,933.0,5.9,160.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,258.0,6.3,203.0,6.7,49.0,5.9,630.0,6.0,547.0,5.5,73.0,6.0,129.0,6.0,110.0,5.7,19.0
662,tt0265662,6.9,35635.0,6.9,23340.0,7.0,3621.0,9.0,2.0,9.0,2.0,0.0,0.0,7.0,1928.0,7.0,1596.0,7.0,278.0,6.8,15554.0,6.8,13432.0,6.8,1965.0,7.1,8637.0,7.1,7299.0,7.3,1202.0
663,tt0266452,6.3,41339.0,6.3,26854.0,6.5,5266.0,7.0,4.0,7.3,3.0,6.0,1.0,6.1,1038.0,6.1,792.0,6.3,222.0,6.4,22425.0,6.4,18594.0,6.6,3604.0,6.0,8142.0,6.0,6754.0,6.4,1254.0
664,tt0305499,6.7,1123.0,6.6,752.0,7.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,134.0,7.3,94.0,7.8,40.0,6.8,544.0,6.7,429.0,7.1,113.0,5.5,242.0,5.6,203.0,5.1,37.0
665,tt0310154,7.3,4293.0,7.3,2899.0,7.5,475.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,94.0,6.8,69.0,7.0,23.0,7.3,1753.0,7.3,1481.0,7.5,247.0,7.3,1498.0,7.3,1289.0,7.6,194.0
666,tt0327920,7.4,2157.0,7.4,1511.0,7.6,176.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,74.0,7.0,67.0,7.9,7.0,7.5,988.0,7.5,874.0,7.3,104.0,7.3,614.0,7.3,546.0,7.9,59.0
667,tt0330702,7.0,8283.0,6.9,4557.0,7.6,2221.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,237.0,6.6,112.0,7.6,115.0,7.1,3953.0,6.9,2428.0,7.6,1471.0,7.0,2488.0,6.9,1894.0,7.5,563.0
